ID,City,State,Zip,Title,RedactionRequested
1637,Chicago,IL,60618,Chairman,FALSE
14176,Glendale Hts,IL,60139,Treasurer,FALSE
22619,Glendale Hts,IL,60139,Treasurer,FALSE
8141,Chicago,IL,60638,Chairman,FALSE
23386,Wheeling,IL,60090,Chairman,FALSE
23387,Wheeling,IL,60090,Treasurer,FALSE
13184,Addison,IL,60101,Chairman,FALSE
39508,Odell,IL,60460,Vice-Chairman,FALSE
48328,Marion,IL,62959,Treasurer,FALSE
48327,Marion,IL,62959,Chairman,FALSE
7704,Pekin,IL,61554,Chairman,FALSE
51429,Oak Park,IL,60304,Chairman,FALSE
35798,DeKalb,IL,60115,Treasurer,FALSE
51772,DeKalb,IL,60115,Chairman,FALSE
53594,Niles,IL,60714,Treasurer,FALSE
53593,Niles,IL,60714,Chairman,FALSE
40873,Chicago,IL,60608,Chairman,FALSE
40874,Chicago,IL,60608,Treasurer,FALSE
51313,Franklin Park,IL,60131,Chairman,FALSE
40323,Chicago,IL,60608,Chairman,FALSE
33444,Chicago,IL,60606,Treasurer,FALSE
44386,Taylorville,IL,62568,Treasurer,FALSE
41903,Rushville,IL,62681,Treasurer,FALSE
30745,Chicago,IL,60603,Treasurer,FALSE
31905,Bloomingdale,IL,60108,Treasurer,FALSE
18804,West Chicago,IL,60185,Chairman,FALSE
32024,Rushville,IL,62681,Treasurer,FALSE
33433,Orland Park,IL,60467,Chairman,FALSE
42869,Carmi,IL,62821,Chairman,FALSE
7653,Carmi,IL,62821,Treasurer,FALSE
7652,Carmi,IL,62821,Chairman,FALSE
29108,Washington,IL,61571,Chairman,FALSE
53725,Washington,IL,61571,Treasurer,FALSE
15769,Centralia,IL,62801,Chairman,FALSE
15101,Chicago,IL,60604,Treasurer,FALSE
49139,Champaign,IL,61822,Treasurer,FALSE
15205,Champaign,IL,61820,Treasurer,FALSE
9526,Mundelein,IL,60060,Treasurer,FALSE
2103,Woodridge,IL,60517,Treasurer,FALSE
41608,Naperville,IL,60565,Chairman,FALSE
4281,Marengo,IL,60152,Treasurer,FALSE
37806,Elgin,IL,60120,Treasurer,FALSE
4020,Chicago,IL,60617,Chairman,FALSE
4019,Chicago,IL,60617,Treasurer,FALSE
54434,Carmi,IL,62821,Treasurer,FALSE
645,Chicago,IL,60606,Treasurer,FALSE
26356,Mt Vernon,IL,62864,Chairman,FALSE
8060,Jacksonville,IL,62650,Treasurer,FALSE
7070,Jacksonville,IL,62650,Chairman,FALSE
20617,Watseka,IL,60970,Treasurer,FALSE
12643,Jacksonville,IL,62650,Chairman,FALSE
14263,Glenview,IL,60025,Chairman,FALSE
10044,Danville,IL,61832,Chairman,FALSE
39736,Collison,IL,61831,Chairman,FALSE
35908,Dongola,IL,62926,Treasurer,FALSE
7441,Lima,IL,62348,Treasurer,FALSE
60331,Des Plaines,IL,60016,Treasurer,FALSE
15088,Algonquin,IL,,Treasurer,FALSE
8540,Joliet,IL,60435,Treasurer,FALSE
53953,Joliet,IL,60435-6003,Chairman,FALSE
8541,Joliet,IL,60435,Chairman,FALSE
13676,Joliet,IL,60435,Chairman,FALSE
7130,Joliet,IL,60435,Treasurer,FALSE
47130,Joliet,IL,60435,Chairman,FALSE
39,Chicago,IL,60602,Chairman,FALSE
40,Chicago,IL,60602,Treasurer,FALSE
49490,Chicago,IL,60601,Asst Treasurer,FALSE
33447,Palos Park,IL,60464,Chairman,FALSE
8917,Chicago,IL,60617,Chairman,FALSE
53923,Country Club Hills,IL,60478,Chairman,FALSE
16079,Dekalb,IL,60115,Chairman,FALSE
39700,Mound City,IL,62963,Treasurer,FALSE
1825,Arcola,IL,61910,Chairman,FALSE
29539,Arcola,IL,61910,Treasurer,FALSE
9726,Kankakee,IL,60901,Chairman,FALSE
3415,Kankakee,IL,60901,Chairman,FALSE
3416,Kankakee,IL,60901,Treasurer,FALSE
15846,Moline,IL,61265,Chairman,FALSE
27675,Bourbonnais,IL,60914,Chairman,FALSE
35697,Bourbonnais,IL,60914,Treasurer,FALSE
8916,Chicago,IL,60617,Treasurer,FALSE
857,Mattoon,IL,61938,Chairman,FALSE
15847,Moline,IL,61265,Chairman,FALSE
27569,Downers Grove,IL,60516,Chairman,FALSE
6812,Downers Grove,IL,60515,Chairman,FALSE
35597,McHenry,IL,60050,Treasurer,FALSE
21175,Rockton,IL,61072,Chairman,FALSE
52160,Melrose Park,IL,60160,Chairman,FALSE
32412,Oak Forest,IL,60452,Treasurer,FALSE
22241,Moline,IL,61265,Treasurer,FALSE
34371,Rock Island,IL,61201,Committeeman,FALSE
6665,McHenry,IL,60050,Treasurer,FALSE
7583,McHenry,IL,60050,Chairman,FALSE
35667,McHenry,IL,60050,Treasurer,FALSE
36619,Rock Island,IL,61201,Chairman,FALSE
25665,Barrington,IL,60010,Chairman,FALSE
25666,Barrington,IL,60010,Treasurer,FALSE
33500,Chicago,IL,,Chairman,FALSE
29139,Green Oaks,IL,60048,Treasurer,FALSE
20128,Green Oaks,IL,60048,Chairman,FALSE
13293,Chicago,IL,60617,Treasurer,FALSE
48432,Carbondale,IL,62903,Chairman,FALSE
45300,Paris,IL,61944,Treasurer,FALSE
22213,Bolingbrook,IL,60440,Treasurer,FALSE
13236,Arcola,IL,61910,Treasurer,FALSE
48223,Alton,IL,62002,Chairman,FALSE
48469,Chicago,IL,,Treasurer,FALSE
13613,Charleston,IL,61920,Treasurer,FALSE
6929,Dekalb,IL,60115,Treasurer,FALSE
17960,Carbondale,IL,62901,Treasurer,FALSE
27539,Bloomington,IL,61701,Treasurer,FALSE
45299,Paris,IL,61944,Chairman,FALSE
4873,W Frankfort,IL,62896,Treasurer,FALSE
21003,W Frankfort,IL,62896,Chairman,FALSE
46165,Washington,DC,20006,Treasurer,FALSE
60295,Washington,DC,20004,Treas,FALSE
29133,Chicago,IL,60610,Treasurer,FALSE
34416,Joliet,IL,60432,Chairman,FALSE
24665,Evanston,IL,60204,Chairman,FALSE
33506,Chicago,IL,60623,Chairman,FALSE
50748,Washington,DC,20006,Comptroller,FALSE
21493,Belleville,IL,62220,Treasurer,FALSE
32613,Preemption,IL,61276,Treasurer,FALSE
45967,Chicago,IL,60629,Treasurer,FALSE
49531,Chicago,IL,60610,Chairman,FALSE
46570,Bollingbrook,IL,60490,Treasurer,FALSE
3462,Rosemont,IL,60018,Chairman,FALSE
45882,Lewistown,IL,61542,Treasurer,FALSE
24634,Green Oaks,IL,60048,Chairman,FALSE
30551,Green Oaks,IL,60048,Treasurer,FALSE
40035,Chicago,IL,60626,Chairman,FALSE
25757,Green Oaks,IL,60048,Chairman,FALSE
44754,Rockton,IL,61072,Treasurer,FALSE
44753,Rockton,IL,61072,Chairman,FALSE
52185,Alton,IL,62002,Co-Chairperson,FALSE
50022,Wheaton,IL,60189,Treasurer,FALSE
50021,Wheaton,IL,60189,Chairman,FALSE
51138,Hazel Crest,IL,60429,Treasurer,FALSE
18774,Lyons,IL,60534,Chairman,FALSE
48757,Wheaton,IL,60187,Chairman,FALSE
12740,Clinton,IL,61727,Chairman,FALSE
17761,Naperville,IL,60563,Chairman,FALSE
21879,Naperville,IL,60563,Treasurer,FALSE
11052,Westmont,IL,60559,Chairman,FALSE
30421,Westmont,IL,60559,Treasurer,FALSE
34648,Montrose,IL,62445,Treasurer,FALSE
48951,Northbrook,IL,60062,Chairman,FALSE
47222,Palos Heights,IL,60463,Treasurer,FALSE
51229,River Forest,IL,60305,Chairman,FALSE
5229,Pekin,IL,61554,Treasurer,FALSE
39009,Pekin,IL,61554,Assist/Treas,FALSE
53005,Chicago,IL,60609-2301,Chairman,FALSE
46218,Moweaqua,IL,62550,Treasurer,FALSE
15786,Chicago,IL,60626,Chairman,FALSE
15787,Chicago,IL,60626,Treasurer,FALSE
41847,Elk Grove Village,IL,60007,Chairman,FALSE
48415,Elk Grove Village,IL,60007,Treasurer,FALSE
45975,Elk Grove Village,IL,60007,Chairman,FALSE
40319,Chicago,IL,60602,Chairman,FALSE
42638,Chicago,IL,60602,Treasurer,FALSE
535,Lockport,IL,60441,Chairman,FALSE
32600,Geneva,IL,60134,Chairman,FALSE
34430,Geneva,IL,60134,Treasurer,FALSE
19225,Schiller Park,IL,60176,Treasurer,FALSE
31466,Joliet,IL,60435,Treasurer,FALSE
41919,Mound City,IL,62963,Chairman,FALSE
55547,Chicago,IL,60615,Treasurer,FALSE
14656,Bloomington,IL,61701,Treasurer,FALSE
14657,Bloomington,IL,61701,Chairman,FALSE
34919,Belvidere,IL,61008,Chairman,FALSE
14166,Wauconda,IL,60084,Chairman,FALSE
53369,Charleston,IL,61920,Chairman,FALSE
31480,Springfield,IL,62707,Treasurer,FALSE
50811,Peoria,IL,61614,Chairman,FALSE
49342,Peoria,IL,61614,Treasurer,FALSE
31977,Wilmington,IL,60481,Chairman,FALSE
36001,Alton,IL,62002,Chairman,FALSE
36002,Alton,IL,62002,Treasurer,FALSE
22486,Aurora,IL,60505,Treasurer,FALSE
17535,Aurora,IL,60505,Chairman,FALSE
36381,Calumet City,IL,60409,Chairman,FALSE
32873,Lansing,IL,60438,Treasurer,FALSE
24944,Quincy,IL,62301,Treasurer,FALSE
40307,Troy,IL,62294,Chairman,FALSE
38928,Troy,IL,62294,Treasurer,FALSE
37287,Troy,IL,62294,Treasurer,FALSE
28723,Belleville,IL,62221,Treasurer,FALSE
51473,Manhattan,IL,60442,Treasurer,FALSE
51472,Manhattan,IL,60442,Chairman,FALSE
47998,Chicago,IL,60605,Office Mngr,FALSE
54212,Manhattan,IL,60442,Treasurer,FALSE
4337,Godfrey,IL,62035,Chairman,FALSE
4338,Godfrey,IL,62035,Treasurer,FALSE
26765,Godfrey,IL,62035,Chairman,FALSE
7491,Peoria,IL,61602,Treasurer,FALSE
17104,Peoria,IL,61602,Chairman,FALSE
40695,Hoffman Estates,IL,60192,Treasurer,FALSE
7675,Springfield,IL,62703,Treasurer,FALSE
50134,Chicago,IL,60606,Treasurer,FALSE
45374,Wilmette,IL,60091,Chairman,FALSE
12401,Peoria,IL,61604,Chairman,FALSE
27456,Chicago,IL,60657,Treasurer,FALSE
15860,Centralia,IL,62801,Treasurer,FALSE
38304,Jacksonville,IL,62650-1383,Chairman,FALSE
10763,Lawrenceville,IL,62439,Treasurer,FALSE
1271,Jacksonville,IL,62650,Treasurer,FALSE
38534,Rockford,IL,61108,Chairman,FALSE
24268,Rockford,IL,61114,Chairman,FALSE
20000,Chicago,IL,60664-2785,Treasurer,FALSE
10513,Morton Grove,IL,60053,Chairman,FALSE
33563,Gilberts,IL,60136,Chairman,FALSE
13889,,,,Treasurer,TRUE
2505,Chicago,IL,60603,Treasurer,FALSE
30288,Chicago,IL,60652,Treasurer,FALSE
42159,Indian Head Park,IL,60525,Chairman,FALSE
42160,Indian Head Park,IL,60525,Treasurer,FALSE
32153,Cicero,IL,60804,Treasurer,FALSE
34495,Cicero,IL,60804,Chairman,FALSE
2618,Chicago,IL,60608,Chairman,FALSE
34517,Aurora,IL,60506,Chairman,FALSE
50807,Aurora,IL,60506,Treasurer,FALSE
42189,Chicago,IL,60602,Chairman,FALSE
45527,Crestwood,IL,60445,Chairman,FALSE
52125,Burbank,IL,60459,Treasurer,FALSE
52124,Burbank,IL,60459,Chairman,FALSE
51524,Naperville,IL,60563,Chairman,FALSE
52463,Chicago,IL,60613,Treasurer,FALSE
713,Savoy,IL,61874,Treasurer,FALSE
10505,Moline,IL,61265,Chairman,FALSE
2303,Savoy,IL,61874,Treasurer,FALSE
5684,Silvis,IL,61282,Chairman,FALSE
7412,Chicago,IL,60602,Chairman,FALSE
49507,Chicago,IL,60647,Chairman,FALSE
36257,Des Plaines,IL,60016,Treasurer,FALSE
23925,Park Ridge,IL,60068,Treasurer,FALSE
2833,Bensenville,IL,60106,Treasurer,FALSE
33041,Streamwood,IL,60107,Chairman,FALSE
4490,Bethalto,IL,62010,Treasurer,FALSE
47451,Summitt,IL,60501,Chairman,FALSE
47452,Chicago,IL,60640,Treasurer,FALSE
40694,Hoffman Estates,IL,60192,Chairman,FALSE
38723,Chicago,IL,60604,Treasurer,FALSE
36811,Lincolnwood,IL,60712,Chairman,FALSE
31159,Chicago,IL,60628,Chairman,FALSE
2535,Gurnee,IL,60031,Treasurer,FALSE
27880,Lake Forest,IL,60045,Chairman,FALSE
43805,Lincoln,IL,62656,Co-Chairperson,FALSE
9893,Valmeyer,IL,62295,Chairman,FALSE
33863,Columbia,IL,62236,Chairman,FALSE
33311,Woodstock,IL,60098,Chairman,FALSE
26923,East Peoria,IL,61611,Chairman,FALSE
23403,Itasca,IL,60143,Chairman,FALSE
19584,Springfield,IL,62704,Chairman,FALSE
8111,Loves Park,IL,61111,Chairman,FALSE
8112,Loves Park,IL,61111,Treasurer,FALSE
5170,Springfield,IL,62704,Treasurer,FALSE
30359,Springfield,IL,62704,Treasurer,FALSE
39644,Springfield,IL,62704,Chairman,FALSE
3167,Schaumburg,IL,60193,Chairman,FALSE
10314,Chicago,IL,60614,Treasurer,FALSE
44979,Chicago,IL,60623,Treasurer,FALSE
54125,Chicago,IL,60623,Treasurer,FALSE
42760,Chicago,IL,60619,Treasurer,FALSE
42759,Chicago,IL,60619,Chairman,FALSE
38821,St Charles,IL,60174,Co-Chairman,FALSE
48614,Melrose Park,IL,60160,Chairman,FALSE
30224,Barlett,IL,60103,Asst.Treasurer,FALSE
30222,Bartlett,IL,60103,Chairman,FALSE
42460,Glencoe,IL,60022,Treasurer,FALSE
42660,Glencoe,IL,60022,Chairman,FALSE
44314,Aurora,IL,60506,Treasurer,FALSE
54088,Brookfield,IL,60513,Treasurer,FALSE
3369,Marengo,IL,60152,Treasurer,FALSE
3311,Joliet,IL,60435,Treasurer,FALSE
21927,Granite City,IL,62040,Treasurer,FALSE
10133,Elgin,IL,60123,Treasurer,FALSE
10132,Elgin,IL,60123,Chairman,FALSE
15160,Elgin,IL,60123,Treasurer,FALSE
6723,Rockford,IL,61108,Chairman,FALSE
46285,Edwardsville,IL,62025,Treasurer,FALSE
27098,Wood River,IL,62095,Chairman,FALSE
5473,Springfield,IL,62707,Treasurer,FALSE
6389,Springfield,IL,62707,Chairman,FALSE
31555,Sycamore,IL,60178,Chairman/Treas,FALSE
10837,Sycamore,IL,60178,Treasurer,FALSE
7640,Taylorville,IL,62568,Chairman,FALSE
2536,Chicago,IL,60645,Chairman,FALSE
10102,Roselle,IL,60172,Treasurer,FALSE
44079,Peoria,IL,61614,Treasurer,FALSE
49168,Marion,IL,62959,Chairman,FALSE
54219,Chicago,IL,60649,Treasurer,FALSE
20759,Vienna,IL,62995,Chairman,FALSE
20760,Vienna,IL,62995,Treasurer,FALSE
37525,Niles,IL,60714,Chairman,FALSE
22575,Rockford,IL,61104,Chairman,FALSE
41446,Oak Brook,IL,60523,Chairman,FALSE
40671,Chicago,IL,60623,Co-Chairman,FALSE
59208,Madison,WI,53783,Cust/records,FALSE
41687,Chicago,IL,60607,Treasurer,FALSE
16780,Chicago,IL,,Chairman,FALSE
48476,Morton Grove,IL,60053,Chairman,FALSE
56764,Morton Grove,IL,60053,Treasurer,FALSE
38222,Springfield,IL,62702,Chairman,FALSE
15477,Joliet,IL,60435,Treasurer,FALSE
15476,Joliet,IL,60435,Chairman,FALSE
1230,Chicago,IL,60602,Chairman,FALSE
23091,Rockford,IL,61101,Chairman,FALSE
15768,Rockford,IL,61101,Treasurer,FALSE
30643,Blue Mound,IL,62513,Treasurer,FALSE
9993,Rockford,IL,61104,Chairman,FALSE
9031,Naperville,IL,60540,Treasurer,FALSE
16976,Chicago,IL,60601,Chairman,FALSE
16977,Chicago,IL,60601,Treasurer,FALSE
50747,Washington,DC,20006,Pol Dir,FALSE
195,Carlinville,IL,62626,Chairman,FALSE
1742,Carlinville,IL,62626,Treasurer,FALSE
43596,La Grange,IL,60525,Treasurer,FALSE
10915,Lincoln,IL,62656,Treasurer,FALSE
28558,Newman,IL,61942,Chairman,FALSE
6216,Elizabeth,IL,61028,Chairman,FALSE
11432,Joliet,IL,60435,Treasurer,FALSE
5910,Joliet,IL,60436,Treasurer,FALSE
17709,Greenfield,IL,62044,Chairman,FALSE
17710,Greenfield,IL,62044,Treasurer,FALSE
32117,Princeton,IL,61356,Chairman,FALSE
12910,Pekin,IL,61554,Chairman,FALSE
38350,Staunton,IL,62088,Chairman,FALSE
49335,Woodridge,IL,60517,Treasurer,FALSE
6131,Geneva,IL,60134,Treasurer,FALSE
49057,Springfield,IL,62704,Treasurer,FALSE
17837,Chicago,IL,60639,Chairman,FALSE
17839,Chicago,IL,60639,Chairman,FALSE
17445,Greenville,IL,62246,Treasurer,FALSE
10906,St Charles,IL,,Chairman,FALSE
9640,Elmhurst,IL,60126,Treasurer,FALSE
9639,Elmhurst,IL,60126,Chairman,FALSE
39434,Aurora,IL,60506,Chairman,FALSE
34519,Chicago,IL,60644,Treasurer,FALSE
49211,Chicago,IL,60644,Chairman,FALSE
7375,Granite City,IL,62040,Chairman,FALSE
35384,Mt Zion,IL,62549,Chairman,FALSE
38208,Cicero,IL,60804,Chairman,FALSE
38209,Cicero,IL,60804,Treasurer,FALSE
33275,Cicero,IL,60804,Custodian,FALSE
33274,Cicero,IL,60804,Custodian,FALSE
43283,Collinsville,IL,62234,Treasurer,FALSE
52993,Chicago,IL,60601,Chairman,FALSE
47253,Chicago,IL,60640,Treasurer,FALSE
17937,Pekin,IL,61554,Chairman,FALSE
43789,Warrenville,IL,60555,Chairman,FALSE
24066,Springfield,IL,62704,Treasurer,FALSE
14735,Glencoe,IL,60022,Treasurer,FALSE
44680,Algonquin,IL,60102,Chairman,FALSE
29997,Harwood Heights,IL,60706,Chairman,FALSE
29998,Harwood Heights,IL,60706,Treasurer,FALSE
54026,Chicago,IL,60406,Treasurer,FALSE
19815,Tuscola,IL,61953,Treasurer,FALSE
29586,Skokie,IL,60076,Chairman,FALSE
42900,Skokie,IL,60076,Treasurer,FALSE
23840,Chicago,IL,60602,Treasurer,FALSE
47292,Chicago,IL,60602,Treasurer,FALSE
25908,North Chicago,IL,60064,Treasurer,FALSE
25990,Elgin,IL,60123,Chairman,FALSE
14600,Mattoon,IL,61938,Chairman,FALSE
20828,Chicago,IL,60613,Treasurer,FALSE
20827,Chicago,IL,60613,Chairman,FALSE
36740,Oak Park,IL,60302,Chairman,FALSE
53063,Skokie,IL,60076,Treasurer,FALSE
110,Chicago,IL,60637,Chairman,FALSE
111,Chicago,IL,60637,Treasurer,FALSE
3902,Burbank,IL,60459,Chairman,FALSE
21825,North Chicago,IL,60064,Chairman,FALSE
40016,Jerseyville,IL,62052,Chairman,FALSE
13840,Berwyn,IL,60402,Chairman,FALSE
4641,Centralia,IL,62801,Chairman,FALSE
4642,Centralia,IL,62801,Treasurer,FALSE
28379,Chicago,IL,60615,Treasurer,FALSE
23249,Evanston,IL,60201,Chairman,FALSE
29119,Harrisburg,IL,62946,Treasurer,FALSE
33424,Harrisburg,IL,62946,Secretary,FALSE
31635,Sycamore,IL,60178,Treasurer,FALSE
32867,Chicago,IL,60649,Chairman,FALSE
35640,Clinton,IL,61727,Chairman,FALSE
15954,Danville,IL,61834,Chairman,FALSE
29126,Potomac,IL,61865,Chairman,FALSE
41530,Joliet,IL,60431,Chairman,FALSE
24243,Mitchell,IL,62040,Treasurer,FALSE
30152,Richton Park,IL,60471,Chairman,FALSE
21433,Jerseyville,IL,62052,Chairman,FALSE
25068,Delavan,IL,61734,Chairman,FALSE
12172,Jerseyville,IL,62052,Chairman,FALSE
12173,Jerseyville,IL,62052,Treasurer,FALSE
54304,Monticello,IL,61856,Treasurer,FALSE
18519,Chicago Hts,IL,60411,Chairman,FALSE
18520,Chicago Hts,IL,60411,Treasurer,FALSE
37760,Maywood,IL,60153,Chairman,FALSE
37761,Maywood,IL,60153,Treasurer,FALSE
45137,Arlington Heights,IL,60005-4114,Treasurer,FALSE
21513,Macomb,IL,61455,Treasurer,FALSE
54191,Chicago,IL,60644,Treasurer,FALSE
32986,Calumet City,IL,60409,Chairman,FALSE
52042,South Holland,IL,60473,Treasurer,FALSE
9979,Chicago,IL,60613,Chairman,FALSE
17216,Warrenburg,IL,,Treasurer,FALSE
9397,Harvey,IL,,Chairman,FALSE
40872,Chicago,IL,60636,Treasurer,FALSE
33076,Belvidere,IL,61008,Treasurer,FALSE
17327,Oakdale,IL,62268,Treasurer,FALSE
50248,Quincy,IL,62305,Treasurer,FALSE
32809,Quincy,IL,62301,Treasurer,FALSE
7127,Chicago,IL,606024298,Treasurer,FALSE
49657,Crystal Lake,IL,60012,Treasurer,FALSE
49656,Crystal Lake,IL,60012,Chairman,FALSE
19127,Chicago,IL,60649,Chairman,FALSE
52274,Quincy,IL,62305,Treasurer,FALSE
44400,Bolingbrook,IL,60440,Chairman,FALSE
49287,Wheaton,IL,60189,Chairman,FALSE
36248,Urbana,IL,61801,Chairman,FALSE
47495,Urbana,IL,61801,Treasurer,FALSE
10377,Chicago,IL,60610,Treasurer,FALSE
29836,Galesburg,Il,61401,Treasurer,FALSE
23979,Elgin,IL,60120,Treasurer,FALSE
19743,Elgin,IL,60120,Chairman,FALSE
19744,Elgin,IL,60120,Treasurer,FALSE
30593,Elgin,IL,60120,Chairman,FALSE
47205,Collinsville,IL,62234,Chairman,FALSE
36729,Marion,IL,62959,Treasurer,FALSE
12711,Lake Zurich,IL,60047,Treasurer,FALSE
41493,Park Ridge,IL,60068,Chairman,FALSE
41494,Park Ridge,IL,60068,Treasurer,FALSE
42269,Riverside,IL,60546,Treasurer,FALSE
42268,Riverside,IL,60546,Chairman,FALSE
41200,Melrose Park,IL,60160,Treasurer,FALSE
638,Magnolia,IL,61336,Chairman,FALSE
32366,Magnolia,IL,61336,Chairman,FALSE
32367,Magnolia,IL,61336,Treasurer,FALSE
48658,Winfield,IL,60190,Treasurer,FALSE
50623,North Chicago,IL,60064,Chairman,FALSE
52893,Greenville,IL,62246,Treasurer,FALSE
52666,Fairmont City,IL,62201,Treasurer,FALSE
53002,Bonnie,IL,62816,Treasurer,FALSE
46192,Arlington Heights,IL,60006,Exec. Sect.,FALSE
31895,Pekin,IL,61554,Treasurer,FALSE
9041,Mt Vernon,IL,62864,Treasurer,FALSE
46328,Bloomington,IL,61704,Treasurer,FALSE
28235,Chicago,IL,,Chairman,FALSE
33918,Peoria,IL,61614,Treasurer,FALSE
33049,Montgomery,IL,60538,Treasurer,FALSE
1941,Granite City,IL,62040,Chairman,FALSE
2017,East St Louis,IL,62205,Treasurer,FALSE
32247,Carrollton,IL,62016,Secretary,FALSE
19263,East St Louis,IL,62205,Treasurer,FALSE
5187,Peoria,IL,61602,Chairman,FALSE
6373,Dupo,IL,62239,Treasurer,FALSE
934,Duquoin,IL,62832,Chairman,FALSE
51643,Calumet City,IL,60409,Treasurer,FALSE
16155,Decatur,IL,662526,Chairman,FALSE
28752,Iverness,IL,60067,Treasurer,FALSE
48867,Elmhurst,IL,60126-1520,Chairman,FALSE
50483,Farmersville,IL,62533,Chairman,FALSE
9537,Joliet,IL,60432,Chairman,FALSE
22651,Park City,IL,60085,Treasurer,FALSE
19554,Olney,IL,62450,Treasurer,FALSE
50727,Addison,IL,60101-5750,Treasurer,FALSE
12034,Canton,IL,61520,Chairman,FALSE
7456,Canton,IL,61520,Treasurer,FALSE
40181,Aurora,IL,60506,Treasurer,FALSE
40180,Aurora,IL,60506,Chairman,FALSE
26389,Chicago,IL,,Treasurer,FALSE
45141,Shipman,IL,62685,Chairman,FALSE
26537,Pittsfield,IL,62363,Treasurer,FALSE
44848,Bourbonnais,IL,60914,Treasurer,FALSE
35617,Bourbonnais,IL,60914,Treasurer,FALSE
56851,Bradley,IL,60915,Treas,FALSE
30548,Joliet,IL,60435,Treasurer,FALSE
20579,Chicago,IL,60620,Chairman,FALSE
43095,Mundelein,IL,60060,Co-Chairman,FALSE
14381,Chicago Ridge,IL,,Chairman,FALSE
22650,Park City,IL,60085,Chairman,FALSE
46108,Plainfield,IL,60586,Chairman,FALSE
35089,Tremont,IL,61568,Treasurer,FALSE
14521,Peoria,IL,61614,Chairman,FALSE
